Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
K Gowtham,2,0,23,0,11.50,5,3,1,2,0
DS Kulkarni,4,0,43,1,10.75,8,7,1,0,0
JC Archer,4,0,16,2,4.00,14,0,0,3,0
BA Stokes,4,0,26,2,6.50,11,2,1,1,0
S Gopal,2,0,21,0,10.50,2,0,2,0,0
JD Unadkat,4,0,37,1,9.25,8,3,2,1,0

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
JJ Bumrah,3,0,34,1,11.33,6,4,1,1,0
MJ McClenaghan,4,0,28,0,7.00,12,4,0,3,0
KH Pandya,4,0,24,0,6.00,8,1,1,0,0
HH Pandya,4,0,52,2,13.00,7,4,4,0,0
M Markande,3,0,32,0,10.66,2,3,1,0,0

