BATSMEN,,R,B,4s,6s,SR
AM Rahane (c),st †Karthik b Rana,36,19,5,1,189.47
DJM Short, b Rana,44,43,5,1,102.32
SV Samson,c Kuldeep Yadav b Shivam Mavi,7,8,1,0,87.50
RA Tripathi,c Russell b Kuldeep Yadav,15,11,2,0,136.36
BA Stokes,c Rana b Chawla,14,11,0,1,127.27
JC Buttler †,not out,24,18,2,0,133.33
K Gowtham,c Shivam Mavi b Curran,12,7,0,1,171.42
S Gopal, b Curran,0,1,0,0,0.00
DS Kulkarni,run out (Shubman Gill/Shivam Mavi),3,3,0,0,100.00
JD Unadkat,not out,0,0,0,0,-

Bowling,O,M,R,W,Econ,WD,NB
PP Chawla,4,0,18,1,4.50,0,0
Kuldeep Yadav,4,0,23,1,5.75,0,0
SP Narine,4,0,48,0,12.00,0,0
Shivam Mavi,4,0,40,1,10.00,3,0
N Rana,2,0,11,2,5.50,0,0
TK Curran,2,0,19,2,9.50,0,1

BATSMEN,,R,B,4s,6s,SR
SP Narine,run out (Unadkat/†Buttler),35,25,5,1,140.00
CA Lynn, b Gowtham,0,2,0,0,0.00
RV Uthappa,c Stokes b Gowtham,48,36,6,2,133.33
N Rana,not out,35,27,2,1,129.62
KD Karthik (c) †,not out,42,23,2,2,182.60

Bowling,O,M,R,W,Econ,WD,NB
K Gowtham,4,0,23,2,5.75,0,0
DS Kulkarni,2,0,20,0,10.00,0,0
JD Unadkat,3,0,34,0,11.33,0,0
B Laughlin,3.5,0,37,0,9.65,1,0
S Gopal,3,0,23,0,7.66,0,0
BA Stokes,3,0,25,0,8.33,1,0

