BATSMEN,,R,B,4s,6s,SR
CA Lynn, b Tye,27,17,2,2,158.82
SP Narine,c †Rahul b Tye,75,36,9,4,208.33
RV Uthappa,c Sharma b Tye,24,17,2,1,141.17
AD Russell,c †Rahul b Tye,31,14,2,3,221.42
KD Karthik (c) †,c sub (DA Miller) b Sran,50,23,5,3,217.39
N Rana,c sub (DA Miller) b Sharma,11,4,1,1,275.00
Shubman Gill,not out,16,8,3,0,200.00
JPR Scantlebury-Searles,not out,6,1,0,1,600.00

Bowling,O,M,R,W,Econ,WD,NB
MM Sharma,4,0,40,1,10.00,1,0
Mujeeb Ur Rahman,2.2,0,28,0,12.00,0,0
R Ashwin,2.4,0,36,0,13.50,1,0
BB Sran,3,0,48,1,16.00,0,0
AJ Tye,4,0,41,4,10.25,2,0
AR Patel,4,0,52,0,13.00,1,0

BATSMEN,,R,B,4s,6s,SR
KL Rahul †, b Narine,66,29,2,7,227.58
CH Gayle,c †Karthik b Russell,21,17,2,1,123.52
MA Agarwal,c Scantlebury-Searles b Russell,0,1,0,0,0.00
KK Nair,c Prasidh Krishna b Russell,3,6,0,0,50.00
AJ Finch,c Kuldeep Yadav b Scantlebury-Searles,34,20,0,3,170.00
AR Patel,c Scantlebury-Searles b Kuldeep Yadav,19,11,2,1,172.72
R Ashwin (c),lbw b Prasidh Krishna,45,22,4,3,204.54
AJ Tye,c †Karthik b Prasidh Krishna,14,10,1,1,140.00
BB Sran,not out,1,1,0,0,100.00
MM Sharma,not out,4,3,1,0,133.33

Bowling,O,M,R,W,Econ,WD,NB
SP Narine,4,0,44,1,11.00,0,0
M Prasidh Krishna,4,0,31,2,7.75,2,0
JPR Scantlebury-Searles,4,0,52,1,13.00,3,0
AD Russell,4,0,41,3,10.25,0,0
Kuldeep Yadav,2,0,29,1,14.50,1,0
PP Chawla,2,0,16,0,8.00,0,0

