BATSMEN,,R,B,4s,6s,SR
KL Rahul †,c de Grandhomme b Yadav,21,15,0,3,140.00
CH Gayle,c Mohammed Siraj b Yadav,18,14,4,0,128.57
KK Nair,c Kohli b Mohammed Siraj,1,3,0,0,33.33
AJ Finch,c Kohli b Ali,26,23,1,2,113.04
MP Stoinis, b Chahal,2,3,0,0,66.66
MA Agarwal,c †Patel b de Grandhomme,2,6,0,0,33.33
AR Patel,not out,9,13,0,0,69.23
R Ashwin (c),run out (sub [Negi]/†Patel),0,1,0,0,0.00
AJ Tye,c †Patel b Yadav,0,3,0,0,0.00
MM Sharma,run out (de Villiers/Ali),3,5,0,0,60.00
AS Rajpoot,run out (Southee/Ali),1,5,0,0,20.00

Bowling,O,M,R,W,Econ,WD,NB
UT Yadav,4,0,23,3,5.75,0,0
TG Southee,2,0,19,0,9.50,0,0
Mohammed Siraj,3,0,17,1,5.66,1,0
YS Chahal,2,0,6,1,3.00,0,0
C de Grandhomme,2,0,8,1,4.00,2,0
MM Ali,2.1,0,13,1,6.00,0,0

BATSMEN,,R,B,4s,6s,SR
V Kohli (c),not out,48,28,6,2,171.42
PA Patel †,not out,40,22,7,0,181.81

Bowling,O,M,R,W,Econ,WD,NB
R Ashwin,1,0,9,0,9.00,0,0
AJ Tye,4,0,33,0,8.25,0,0
AS Rajpoot,1.1,0,21,0,18.00,1,1
MM Sharma,1,0,15,0,15.00,0,0
MP Stoinis,1,0,12,0,12.00,0,0

