Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
B Kumar,4,0,33,0,8.25,7,2,1,0,0
Sandeep Sharma,4,0,35,0,8.75,6,3,1,1,0
Shakib Al Hasan,4,0,34,0,8.50,6,1,2,0,0
S Kaul,4,0,37,1,9.25,6,4,1,1,0
Rashid Khan,4,0,23,2,5.75,9,1,1,0,0

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
TA Boult,4,0,30,0,7.50,8,1,1,2,0
Avesh Khan,3,0,47,0,15.66,5,2,5,0,1
GJ Maxwell,1,0,4,0,4.00,2,0,0,0,0
LE Plunkett,4,0,27,1,6.75,6,2,0,1,0
A Mishra,4,0,19,2,4.75,9,1,0,1,0
DT Christian,3.5,0,37,0,9.65,3,3,1,0,0

