BATSMEN,,R,B,4s,6s,SR
AM Rahane (c),c Yadav b Woakes,36,20,6,1,180.00
DJM Short,c †de Kock b Chahal,11,17,1,0,64.70
SV Samson,not out,92,45,2,10,204.44
BA Stokes, b Chahal,27,21,2,1,128.57
JC Buttler †,c Kohli b Woakes,23,14,2,1,164.28
RA Tripathi,not out,14,5,1,1,280.00

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
Washington Sundar,4,0,30,0,7.50,7,1,2,0,0
CR Woakes,4,0,47,2,11.75,7,4,3,2,0
UT Yadav,4,0,59,0,14.75,5,4,4,2,2
YS Chahal,4,0,22,2,5.50,12,3,0,1,0
K Khejroliya,3,0,40,0,13.33,4,1,4,1,0
P Negi,1,0,13,0,13.00,2,1,1,0,0

BATSMEN,,R,B,4s,6s,SR
BB McCullum,c Stokes b Gowtham,4,4,1,0,100.00
Q de Kock †,c Unadkat b Short,26,19,4,0,136.84
V Kohli (c),c Short b Gopal,57,30,7,2,190.00
AB de Villiers,c Unadkat b Gopal,20,18,1,1,111.11
Mandeep Singh,not out,47,25,6,1,188.00
P Negi,c †Buttler b Laughlin,3,4,0,0,75.00
Washington Sundar, b Stokes,35,19,1,3,184.21
CR Woakes,not out,0,1,0,0,0.00

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
K Gowtham,4,0,36,1,9.00,8,5,1,0,0
DS Kulkarni,1,0,14,0,14.00,1,3,0,0,0
JD Unadkat,3,0,35,0,11.66,2,4,1,0,0
BA Stokes,3,0,32,1,10.66,7,3,1,2,0
S Gopal,4,0,22,2,5.50,11,1,1,0,0
DJM Short,1,0,10,1,10.00,1,0,1,0,0
B Laughlin,4,0,46,1,11.50,5,4,2,1,0

