Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
TA Boult,3,0,26,1,8.66,9,3,1,0,0
S Nadeem,4,0,34,2,8.50,4,2,1,0,0
CH Morris,3,0,34,0,11.33,5,1,3,0,0
Mohammed Shami,3.5,0,29,1,7.56,10,3,1,1,0
R Tewatia,4,0,29,0,7.25,6,2,0,1,0

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
K Gowtham,1,0,10,0,10.00,2,2,0,0,0
DS Kulkarni,1,0,4,0,4.00,3,0,0,1,0
JD Unadkat,2,0,24,1,12.00,5,4,1,0,0
B Laughlin,2,0,20,2,10.00,4,1,1,0,0

