BATSMEN,,R,B,4s,6s,SR
AD Hales,c Samson b Gowtham,45,39,4,0,115.38
S Dhawan, b Gowtham,6,4,1,0,150.00
KS Williamson (c),c †Buttler b Sodhi,63,43,7,2,146.51
MK Pandey,c Rahane b Unadkat,16,15,1,0,106.66
Shakib Al Hasan, b Archer,6,6,1,0,100.00
YK Pathan,c Kulkarni b Archer,2,3,0,0,66.66
WP Saha †,not out,11,7,1,0,157.14
Rashid Khan,c Stokes b Archer,1,3,0,0,33.33
Basil Thampi,not out,0,0,0,0,-

Bowling,O,M,R,W,Econ,WD,NB
K Gowtham,4,0,18,2,4.50,0,0
DS Kulkarni,2,0,20,0,10.00,0,0
JC Archer,4,0,26,3,6.50,0,0
JD Unadkat,3,0,33,1,11.00,0,0
IS Sodhi,3,0,25,1,8.33,0,0
BA Stokes,3,0,20,0,6.66,0,0
MK Lomror,1,0,8,0,8.00,0,0

BATSMEN,,R,B,4s,6s,SR
AM Rahane (c),not out,65,53,5,1,122.64
RA Tripathi, b Sandeep Sharma,4,5,0,0,80.00
SV Samson,c Hales b Kaul,40,30,3,1,133.33
BA Stokes, b Pathan,0,3,0,0,0.00
JC Buttler †,c Dhawan b Rashid Khan,10,11,0,0,90.90
MK Lomror,c †Saha b Kaul,11,12,0,0,91.66
K Gowtham,c Dhawan b Basil Thampi,8,5,1,0,160.00
JC Archer,not out,1,1,0,0,100.00

Bowling,O,M,R,W,Econ,WD,NB
Sandeep Sharma,4,0,15,1,3.75,0,0
Shakib Al Hasan,4,0,30,0,7.50,0,0
Basil Thampi,2,0,26,1,13.00,0,0
S Kaul,4,0,23,2,5.75,0,0
Rashid Khan,4,0,31,1,7.75,0,0
YK Pathan,2,0,14,1,7.00,0,0

