Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
Shivam Mavi,4,0,44,1,11.00,10,5,3,0,0
M Prasidh Krishna,4,0,35,2,8.75,10,5,1,0,0
SP Narine,4,0,29,1,7.25,12,5,0,1,0
AD Russell,3,0,13,2,4.33,8,0,0,0,0
Kuldeep Yadav,4,0,20,4,5.00,8,1,0,0,0

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
K Gowtham,2,0,32,0,16.00,1,2,3,0,0
BA Stokes,4,1,15,3,3.75,14,1,0,1,0
JC Archer,4,0,43,0,10.75,10,6,2,0,0
IS Sodhi,4,0,21,1,5.25,11,2,0,0,0
JD Unadkat,3,0,23,0,7.66,7,4,0,0,0
Anureet Singh,1,0,10,0,10.00,0,1,0,0,0

