BATSMEN,,R,B,4s,6s,SR
SR Watson,c Hooda b Kumar,9,15,0,1,60.00
F du Plessis,st †Saha b Rashid Khan,11,13,1,0,84.61
SK Raina,not out,54,43,5,2,125.58
AT Rayudu,run out (Pandey/Kaul/Williamson),79,37,9,4,213.51
MS Dhoni (c) †,not out,25,12,3,1,208.33

Bowling,O,M,R,W,Econ,WD,NB
B Kumar,3,0,22,1,7.33,0,0
B Stanlake,4,0,38,0,9.50,2,0
Shakib Al Hasan,4,0,32,0,8.00,1,0
S Kaul,4,0,33,0,8.25,1,0
Rashid Khan,4,0,49,1,12.25,0,0
DJ Hooda,1,0,8,0,8.00,0,0

BATSMEN,,R,B,4s,6s,SR
RK Bhui,c Watson b Chahar,0,5,0,0,0.00
KS Williamson (c),c Jadeja b Bravo,84,51,5,5,164.70
MK Pandey,c Sharma b Chahar,0,2,0,0,0.00
DJ Hooda,c Jadeja b Chahar,1,7,0,0,14.28
Shakib Al Hasan,c Raina b Sharma,24,19,2,1,126.31
YK Pathan,c Raina b Thakur,45,27,1,4,166.66
WP Saha †,not out,5,5,0,0,100.00
Rashid Khan,not out,17,4,1,2,425.00

Bowling,O,M,R,W,Econ,WD,NB
DL Chahar,4,1,15,3,3.75,0,0
SN Thakur,4,0,45,1,11.25,1,0
SR Watson,2,0,23,0,11.50,0,0
RA Jadeja,4,0,28,0,7.00,1,0
KV Sharma,3,0,30,1,10.00,0,0
DJ Bravo,3,0,37,1,12.33,0,0

