Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
Sandeep Sharma,4,0,40,1,10.00,8,4,2,1,0
Shakib Al Hasan,4,0,35,0,8.75,5,3,1,0,0
Rashid Khan,4,0,27,3,6.75,12,3,1,0,0
S Kaul,4,0,44,2,11.00,8,5,2,0,0
Basil Thampi,4,0,70,0,17.50,2,5,6,1,0

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
UT Yadav,4,0,31,0,7.75,10,2,2,0,0
TG Southee,4,0,45,0,11.25,6,5,2,1,0
YS Chahal,4,0,28,1,7.00,9,3,0,1,0
Mohammed Siraj,4,0,43,1,10.75,9,2,4,1,0
MM Ali,2,0,21,1,10.50,2,2,1,0,0
C de Grandhomme,2,0,34,0,17.00,0,2,3,0,0

