Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
YS Chahal,4,0,28,2,7.00,9,2,1,0,0
UT Yadav,3,0,28,0,9.33,8,4,1,1,0
TG Southee,4,0,41,0,10.25,7,2,2,2,1
MM Ali,4,0,25,1,6.25,9,1,1,2,0
Mohammed Siraj,4,0,46,1,11.50,7,3,4,0,0
C de Grandhomme,1,0,12,0,12.00,0,2,0,0,0

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
S Lamichhane,4,0,25,1,6.25,10,2,1,0,0
TA Boult,4,0,40,2,10.00,5,2,3,0,0
CJ Dala,3,0,34,0,11.33,7,3,2,1,0
HV Patel,4,0,51,1,12.75,8,6,2,3,0
A Mishra,4,0,33,1,8.25,7,1,2,1,0

