BATSMEN,,R,B,4s,6s,SR
PP Shaw,c Thakur b Chahar,17,17,1,1,100.00
SS Iyer (c), b Ngidi,19,22,3,0,86.36
RR Pant †,c Bravo b Ngidi,38,26,3,2,146.15
GJ Maxwell, b Jadeja,5,7,0,0,71.42
V Shankar,not out,36,28,2,2,128.57
Abhishek Sharma,c Harbhajan Singh b Thakur,2,4,0,0,50.00
HV Patel,not out,36,16,1,4,225.00

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
DL Chahar,3,0,23,1,7.66,11,3,1,2,0
L Ngidi,3,0,14,2,4.66,10,1,0,2,0
RA Jadeja,4,0,19,1,4.75,10,1,0,0,0
SN Thakur,4,0,27,1,6.75,10,2,1,0,0
Harbhajan Singh,2,0,24,0,12.00,4,2,2,0,0
DJ Bravo,4,0,52,0,13.00,4,1,5,2,0

BATSMEN,,R,B,4s,6s,SR
SR Watson,c Boult b Mishra,14,23,0,1,60.86
AT Rayudu,c Maxwell b Patel,50,29,4,4,172.41
SK Raina,c Shankar b Lamichhane,15,18,1,0,83.33
MS Dhoni (c) †,c Iyer b Boult,17,23,1,0,73.91
SW Billings,c Abhishek Sharma b Mishra,1,5,0,0,20.00
RA Jadeja,not out,27,18,0,2,150.00
DJ Bravo,c Shankar b Boult,1,2,0,0,50.00
DL Chahar,not out,1,2,0,0,50.00

Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB
TA Boult,4,0,20,2,5.00,12,0,1,0,0
S Lamichhane,4,0,21,1,5.25,10,0,1,0,0
Avesh Khan,2,0,28,0,14.00,5,2,3,0,0
HV Patel,4,0,23,1,5.75,10,1,1,0,0
A Mishra,4,0,20,2,5.00,12,1,1,0,0
GJ Maxwell,2,0,14,0,7.00,4,2,0,0,0

