BATSMEN,,R,B,4s,6s,SR
PP Shaw,c Kaul b Rashid Khan,65,36,6,3,180.55
GJ Maxwell,run out (Sandeep Sharma),2,3,0,0,66.66
SS Iyer (c),c Dhawan b Kaul,44,36,3,2,122.22
RR Pant †,lbw b Rashid Khan,18,19,1,0,94.73
NV Ojha,run out (Rashid Khan/†Saha),1,4,0,0,25.00
V Shankar,not out,23,13,1,1,176.92
DT Christian,not out,7,9,0,0,77.77

Bowling,O,M,R,W,Econ,WD,NB
B Kumar,4,0,33,0,8.25,0,0
Sandeep Sharma,4,0,35,0,8.75,1,0
Shakib Al Hasan,4,0,34,0,8.50,0,0
S Kaul,4,0,37,1,9.25,1,0
Rashid Khan,4,0,23,2,5.75,0,0

BATSMEN,,R,B,4s,6s,SR
AD Hales, b Mishra,45,31,3,3,145.16
S Dhawan, b Mishra,33,30,2,1,110.00
KS Williamson (c),not out,32,30,0,1,106.66
MK Pandey,c Shaw b Plunkett,21,17,2,0,123.52
YK Pathan,not out,27,12,2,2,225.00

Bowling,O,M,R,W,Econ,WD,NB
TA Boult,4,0,30,0,7.50,2,0
Avesh Khan,3,0,47,0,15.66,0,1
GJ Maxwell,1,0,4,0,4.00,0,0
LE Plunkett,4,0,27,1,6.75,1,0
A Mishra,4,0,19,2,4.75,1,0
DT Christian,3.5,0,37,0,9.65,0,0

