BATSMEN,,R,B,4s,6s,SR
JJ Roy, b Chahal,5,16,0,0,31.25
G Gambhir (c),c Chahal b Yadav,3,10,0,0,30.00
SS Iyer,c Mohammed Siraj b Washington Sundar,52,31,4,3,167.74
RR Pant †,c de Villiers b Anderson,85,48,6,7,177.08
GJ Maxwell,c Mohammed Siraj b Chahal,4,6,0,0,66.66
R Tewatia,not out,13,9,3,0,144.44
CH Morris,not out,0,0,0,0,-

Bowling,O,M,R,W,Econ,WD,NB
UT Yadav,4,0,27,1,6.75,0,0
CR Woakes,4,0,40,0,10.00,0,0
YS Chahal,3,0,22,2,7.33,1,0
Mohammed Siraj,4,0,35,0,8.75,2,0
Washington Sundar,4,0,31,1,7.75,0,0
CJ Anderson,1,0,10,1,10.00,0,0

BATSMEN,,R,B,4s,6s,SR
Q de Kock †,run out (Shankar/†Pant),18,16,1,1,112.50
M Vohra,c Roy b Maxwell,2,5,0,0,40.00
V Kohli (c),c Boult b Patel,30,26,2,1,115.38
AB de Villiers,not out,90,39,10,5,230.76
CJ Anderson, b Boult,15,13,0,1,115.38
Mandeep Singh,not out,17,9,1,1,188.88

Bowling,O,M,R,W,Econ,WD,NB
TA Boult,4,0,33,1,8.25,0,0
GJ Maxwell,2,0,13,1,6.50,1,0
S Nadeem,2,0,27,0,13.50,0,0
CH Morris,4,0,43,0,10.75,2,0
HV Patel,3,0,33,1,11.00,0,0
R Tewatia,3,0,26,0,8.66,0,0

